chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band.	CpGi	DM.island.	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max	tumor.700.reads.min	tumor.700.reads.25q	tumor.700.reads.med	tumor.700.reads.75q	tumor.700.reads.max
chr7	27204401	27204500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	648	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	0	2	5	29	0	19	30.5	56.75	203
chr7	27204501	27204600	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	548	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	0	2	6	32	0	18	28.5	52.75	220
chr7	27204801	27204900	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	248	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	4	11	32	0	18.25	38	55.25	195
chr7	27204901	27205000	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	148	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	2	6	12	26	0	26	45	71.25	207
chr7	27205001	27205100	1.83614313855886e-14	0.92	0.04	229.908012810991	26.8305741529044	10509.9829087958	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	48	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	7	13	27	0	30	50.5	78.25	226
chr7	27205101	27205200	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	0	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	7	17	29	0	39.25	63	95.5	291
chr7	27205201	27205300	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-51	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	7	14	67	0	40.25	68	94.75	331
chr7	27205301	27205400	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-151	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	4	7	15	115	0	41	72	107	375
chr7	27205401	27205500	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-251	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	4	9	16	115	0	40.5	74.5	116.5	418
chr7	27205501	27205600	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-351	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	5	7	16	91	0	39.5	74.5	119.25	386
chr7	27205601	27205700	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-451	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	4	7	15	89	0	34.5	69	99	345
chr7	27205701	27205800	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-551	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	2	7	14	99	0	32	68.5	96.5	338
chr7	27205801	27205900	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-651	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	2	7	11	99	0	27.25	63	86	330
chr7	27205901	27206000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-751	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	6	11	58	0	25.25	49	73.5	250
chr7	27206001	27206100	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-851	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	2	5	12	25	0	21.25	43.5	69	228
chr7	27206101	27206200	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-951	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	2	6	10	17	0	19	36	65	184
chr7	27206201	27206300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-1051	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	4	10	15	0	15	25.5	47.75	128
chr7	27206301	27206400	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p15.2	TRUE	CpG: 201.chr7.27203915	TRUE	HOXA9	27205149	-	-1151	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	4	9	41	1	15.25	27	43.75	121
chr7	27206401	27206500	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p15.2	TRUE	NA	NA	HOXA9	27205149	-	-1251	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	4	8	31	1	15	27	44.25	110
chr7	27206501	27206600	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	p15.2	TRUE	NA	NA	HOXA9	27205149	-	-1351	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	3	6	31	1	17	23.5	48	137
chr7	27206601	27206700	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p15.2	TRUE	NA	NA	HOXA9	27205149	-	-1451	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	4	7	31	1	18	33	51.5	154
chr7	27206701	27206800	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p15.2	TRUE	NA	NA	HOXA9	27205149	-	-1551	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	3	9	32	0	18.25	32.5	45	150
chr7	27206801	27206900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-1617	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	3	7	32	0	16.25	30	37	133
chr7	27206901	27207000	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-1517	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	2	6	32	0	13.25	24.5	37.5	118
chr7	27207001	27207100	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-1417	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	1	2	7	20	0	12.5	24	33.5	110
chr7	27208001	27208100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-417	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	6	8	56	0	16.25	27	48	162
chr7	27208101	27208200	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-317	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	5	10	58	0	16.25	29	46.25	162
chr7	27208201	27208300	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-217	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	7	9	57	0	16.25	30	46.5	161
chr7	27208301	27208400	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	NA	NA	HOXA10-AS	27208518	+	-117	HOXA10-AS, HOXA9, MIR196B	27208518, 27205149, 27209182	+, -, -	0	3	7	9	52	0	16.25	29.5	46.5	161
chr7	27225201	27225300	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 41.chr7.27225050	TRUE	HOXA11-AS	27225027	+	173	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	2	3	10	63	3	27.25	38.5	58	223
chr7	27225301	27225400	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 41.chr7.27225050	TRUE	HOXA11-AS	27225027	+	273	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	1	3	9	63	3	31	42.5	64.5	251
chr7	27225401	27225500	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	p15.2	TRUE	CpG: 41.chr7.27225050	TRUE	HOXA11-AS	27225027	+	373	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	1	3	9	59	3	30.5	43	67	250
chr7	27225501	27225600	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	p15.2	TRUE	CpG: 41.chr7.27225050	TRUE	HOXA11-AS	27225027	+	473	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	1	3	9	55	3	30	43	66.75	232
chr7	27225601	27225700	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	p15.2	TRUE	NA	NA	HOXA11-AS	27225027	+	573	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	1	4	8	54	3	25.5	41	65.5	220
chr7	27225701	27225800	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p15.2	TRUE	NA	NA	HOXA11-AS	27225027	+	673	HOXA10-HOXA9, HOXA11-AS, HOXA10, HOXA11	27219880, 27225027, 27219880, 27224842	-, +, -, -	0	1	4	7	43	3	22	36.5	57.75	204
chr7	27252501	27252600	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p15.2	TRUE	NA	NA	HOTTIP	27240040	+	12460	NA	NA	NA	0	1	3	7	22	1	19.25	38	70	228
chr7	27252601	27252700	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	p15.2	TRUE	NA	NA	HOTTIP	27240040	+	12560	NA	NA	NA	0	1	4	7	22	1	19.25	40.5	71	236
chr7	27252701	27252800	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	p15.2	TRUE	CpG: 84.chr7.27252681	TRUE	HOTTIP	27240040	+	12660	NA	NA	NA	0	3	6	8	29	1	21.25	47	78.25	255
chr7	27252801	27252900	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	p15.2	TRUE	CpG: 84.chr7.27252681	TRUE	HOTTIP	27240040	+	12760	NA	NA	NA	0	4	10	15	71	2	24.25	51	86.25	282
chr7	27284701	27284800	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p15.2	TRUE	CpG: 132.chr7.27284639	TRUE	EVX1	27282164	+	2536	EVX1	27282164	+	0	3	5	7	26	3	16	27	50	212
chr7	27284801	27284900	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p15.2	TRUE	CpG: 132.chr7.27284639	TRUE	EVX1	27282164	+	2636	EVX1	27282164	+	0	3	5	8	28	3	16	26.5	50	210
chr7	27284901	27285000	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p15.2	TRUE	CpG: 132.chr7.27284639	TRUE	EVX1	27282164	+	2736	EVX1	27282164	+	0	3	5	8	27	3	16.25	27	48.25	210
chr7	27291701	27291800	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p15.2	TRUE	CpG: 89.chr7.27291119	TRUE	EVX1	27282164	+	9536	NA	NA	NA	0	5	8	12	29	2	19.25	30	53.75	215
chr7	27291801	27291900	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	p15.2	TRUE	CpG: 89.chr7.27291119	TRUE	EVX1	27282164	+	9636	NA	NA	NA	0	4	9	13	29	5	17	29	60	245
chr7	27291901	27292000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	CpG: 89.chr7.27291119	TRUE	EVX1	27282164	+	9736	NA	NA	NA	0	5	9	12	29	5	14.5	27	55.5	202
chr7	27292001	27292100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	p15.2	TRUE	CpG: 89.chr7.27291119	TRUE	EVX1	27282164	+	9836	NA	NA	NA	0	5	9	11	29	5	16.25	28	55.25	202
chr7	27292101	27292200	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	p15.2	TRUE	NA	NA	EVX1	27282164	+	9936	NA	NA	NA	0	5	9	13	28	5	16	28	52.75	188
chr7	29605301	29605400	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	p14.3	FALSE	NA	NA	PRR15	29603427	+	1873	PRR15	29603427	+	0	1	6	9	41	3	14	24.5	50.75	133
chr7	29605401	29605500	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	p14.3	FALSE	NA	NA	PRR15	29603427	+	1973	PRR15	29603427	+	0	3	7	13	41	5	17.5	30	59.75	186
chr7	29605501	29605600	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p14.3	FALSE	NA	NA	PRR15	29603427	+	2073	PRR15	29603427	+	0	3	8	14	41	5	23	36	70.75	202
chr7	29605601	29605700	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	p14.3	FALSE	NA	NA	PRR15	29603427	+	2173	PRR15	29603427	+	0	3	8	15	41	0	24	34	67.75	214
chr7	29605701	29605800	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	p14.3	FALSE	NA	NA	PRR15	29603427	+	2273	PRR15	29603427	+	0	3	6	13	41	0	23.25	34	65.25	214
chr7	29605801	29605900	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	p14.3	FALSE	NA	NA	PRR15	29603427	+	2373	PRR15	29603427	+	0	3	5	12	41	0	23.5	34.5	68.25	226
chr7	29605901	29606000	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	p14.3	FALSE	CpG: 42.chr7.29605827	TRUE	PRR15	29603427	+	2473	PRR15	29603427	+	0	3	6	12	35	0	23.25	35.5	65	255
chr7	35294001	35294100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p14.2	FALSE	CpG: 124.chr7.35292985	TRUE	TBX20	35293711	-	-289	TBX20	35293711	-	0	2	3	7	25	1	14.25	25	35.5	74
chr7	35294101	35294200	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	p14.2	FALSE	CpG: 124.chr7.35292985	TRUE	TBX20	35293711	-	-389	TBX20	35293711	-	0	3	9	14	42	3	24	39	55.5	172
chr7	35297401	35297500	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p14.2	FALSE	CpG: 111.chr7.35296921	TRUE	TBX20	35293711	-	-3689	TBX20	35293711	-	0	1	4	7	26	0	19.25	34	49.75	194
chr7	35297501	35297600	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p14.2	FALSE	CpG: 111.chr7.35296921	TRUE	TBX20	35293711	-	-3789	TBX20	35293711	-	0	2	5	10	33	1	21	38.5	61.75	203
chr7	35297601	35297700	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	p14.2	FALSE	CpG: 111.chr7.35296921	TRUE	TBX20	35293711	-	-3889	TBX20	35293711	-	0	2	4	10	33	1	17.25	34.5	62.75	204
chr7	35297701	35297800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p14.2	FALSE	CpG: 111.chr7.35296921	TRUE	TBX20	35293711	-	-3989	TBX20	35293711	-	0	3	5	10	37	0	19	37	61	258
chr7	35297801	35297900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p14.2	FALSE	CpG: 111.chr7.35296921	TRUE	TBX20	35293711	-	-4089	TBX20	35293711	-	0	3	5	10	36	0	17	31	60.75	250
chr7	35300801	35300900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	p14.2	FALSE	NA	NA	TBX20	35293711	-	-7089	NA	NA	NA	0	2	4	7	28	0	17.5	32	58	194
chr7	35300901	35301000	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	p14.2	FALSE	NA	NA	TBX20	35293711	-	-7189	NA	NA	NA	0	3	5	11	28	0	23.25	43	70.25	279
chr7	35301001	35301100	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	p14.2	FALSE	NA	NA	TBX20	35293711	-	-7289	NA	NA	NA	0	3	4	11	41	0	24.5	43.5	78.75	320
chr7	35301101	35301200	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	p14.2	FALSE	NA	NA	TBX20	35293711	-	-7389	NA	NA	NA	0	3	4	11	41	0	26	46.5	76	320
chr7	35301201	35301300	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	p14.2	FALSE	CpG: 48.chr7.35301150	TRUE	TBX20	35293711	-	-7489	NA	NA	NA	0	3	4	11	41	0	24.25	47	76.5	314
chr7	35301301	35301400	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	p14.2	FALSE	CpG: 48.chr7.35301150	TRUE	TBX20	35293711	-	-7589	NA	NA	NA	0	2	5	11	37	0	25	50	77.25	306
chr7	35301401	35301500	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	p14.2	FALSE	CpG: 48.chr7.35301150	TRUE	TBX20	35293711	-	-7689	NA	NA	NA	0	2	5	13	27	0	23.5	41	68.75	264
chr7	42267201	42267300	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p14.1	FALSE	NA	NA	GLI3	42276618	-	9317	NA	NA	NA	0	5	9	17	52	1	15	25	39.75	113
chr7	42267301	42267400	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	p14.1	FALSE	NA	NA	GLI3	42276618	-	9217	NA	NA	NA	0	5	9	18	54	1	20	30.5	53.5	131
chr7	42267401	42267500	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p14.1	FALSE	NA	NA	GLI3	42276618	-	9117	NA	NA	NA	0	5	10	19	56	3	21.25	38	57.75	143
chr7	42267501	42267600	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p14.1	FALSE	NA	NA	GLI3	42276618	-	9017	NA	NA	NA	0	5	10	23	66	0	22	41	63.25	155
chr7	42267601	42267700	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	p14.1	FALSE	CpG: 31.chr7.42267546	TRUE	GLI3	42276618	-	8917	NA	NA	NA	0	4	9	19	70	0	23.25	41	57.5	156
chr7	42267801	42267900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	p14.1	FALSE	NA	NA	GLI3	42276618	-	8717	NA	NA	NA	0	2	6	10	60	1	18.25	33.5	44.75	124
chr7	64337701	64337800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q11.21	FALSE	NA	NA	ZNF273	64342871	+	-5070	ZNF273	64342871	+	0	2	6	10	28	0	16	20	43	171
chr7	64337801	64337900	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q11.21	FALSE	NA	NA	ZNF273	64342871	+	-4970	ZNF273	64342871	+	0	3	7	10	28	0	16	25	47.75	193
chr7	64337901	64338000	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q11.21	FALSE	NA	NA	ZNF273	64342871	+	-4870	ZNF273	64342871	+	1	5	10	12	36	0	18.25	28.5	48.75	194
chr7	64349001	64349100	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q11.21	FALSE	NA	NA	ZNF273	64342871	+	6129	ZNF273	64342871	+	0	1	4	7	20	0	12	18	28.75	103
chr7	96621901	96622000	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q21.3	FALSE	NA	NA	DLX6	96635290	+	-13289	NA	NA	NA	0	7	10	14	29	0	29	39	60.25	222
chr7	96622001	96622100	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q21.3	FALSE	NA	NA	DLX6	96635290	+	-13189	NA	NA	NA	0	6	10	12	25	0	27.5	36	57.5	183
chr7	96622201	96622300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-12989	NA	NA	NA	0	2	6	8	22	0	21.25	30.5	48	138
chr7	96622301	96622400	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-12889	NA	NA	NA	0	2	6	11	22	0	22.5	39	60	187
chr7	96622401	96622500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-12789	NA	NA	NA	0	2	7	12	23	0	24	37	57.5	175
chr7	96622501	96622600	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-12689	NA	NA	NA	0	1	5	11	23	0	18	32	46.75	150
chr7	96622601	96622700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-12589	NA	NA	NA	0	2	4	10	22	0	14.25	25	38.25	112
chr7	96631801	96631900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	-3389	DLX6	96635290	+	1	3	4	9	30	1	10.5	22	34.25	61
chr7	96636601	96636700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	1310	DLX6, DLX6-AS1	96635290, 96643377	+, -	0	3	6	10	26	1	17	24	38.75	116
chr7	96636701	96636800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	1410	DLX6, DLX6-AS1	96635290, 96643377	+, -	0	2	6	10	25	2	18	24	42	116
chr7	96636801	96636900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	1510	DLX6, DLX6-AS1	96635290, 96643377	+, -	0	2	7	13	38	2	18.25	27	42.75	116
chr7	96636901	96637000	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	NA	NA	DLX6	96635290	+	1610	DLX6, DLX6-AS1	96635290, 96643377	+, -	0	2	7	11	47	2	19.25	26.5	40.5	112
chr7	96647801	96647900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6-AS1	96643377	-	-4423	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	2	3	6	19	0	11	22.5	39.75	188
chr7	96647901	96648000	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6-AS1	96643377	-	-4523	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	3	5	8	19	0	12	24.5	45.75	207
chr7	96648001	96648100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q21.3	FALSE	NA	NA	DLX6-AS1	96643377	-	-4623	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	3	5	8	19	0	12.25	26	45.75	219
chr7	96648101	96648200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6-AS1	96643377	-	-4723	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	2	5	8	24	0	12.25	25.5	45.75	214
chr7	96648201	96648300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX6-AS1	96643377	-	-4823	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	2	5	6	22	0	8.5	23	41.75	200
chr7	96650101	96650200	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX5	96654143	-	3942	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	1	3	6	19	0	11.25	16.5	34	103
chr7	96650201	96650300	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	NA	NA	DLX5	96654143	-	3842	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	1	4	6	19	0	12	17	37.5	107
chr7	96650301	96650400	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q21.3	FALSE	CpG: 109.chr7.96650221	TRUE	DLX5	96654143	-	3742	DLX5, DLX6-AS1	96654143, 96643377	-, -	0	2	5	9	20	0	15	21	42	121
chr7	96650401	96650500	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q21.3	FALSE	CpG: 109.chr7.96650221	TRUE	DLX5	96654143	-	3642	DLX5	96654143	-	0	2	7	10	23	2	16.25	27.5	51.25	140
chr7	96650501	96650600	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q21.3	FALSE	CpG: 109.chr7.96650221	TRUE	DLX5	96654143	-	3542	DLX5	96654143	-	0	3	7	11	22	2	15.75	27.5	51	149
chr7	96650601	96650700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.3	FALSE	CpG: 109.chr7.96650221	TRUE	DLX5	96654143	-	3442	DLX5	96654143	-	0	3	7	10	33	2	20	31.5	46.75	142
chr7	96650701	96650800	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q21.3	FALSE	CpG: 109.chr7.96650221	TRUE	DLX5	96654143	-	3342	DLX5	96654143	-	0	4	7	13	33	2	20.25	35.5	48.75	186
